brandname,pid,pname,age,tags,repurchased,like_c,concern_list,skin_type,score,date,text
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,35,[],0,2,"잡티,건조함,민감성",건성,5,2018-05-03,"가볍게발리고 지속력도 우수하고!! 
커버력도 중상정도 되요 ♡ 
건성피부는 스킨케어 탄탄하게 잡고 해주어야 건조함이 덜 느껴져요~
저는 파데보다 슬림핏투고 제품이 더 좋은 거 같아요~
같은 색상인데도 파데가 조금더 베이지! 투고제품이 조금더핑크빛!이돌아요~~"
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,27,"['지속력좋은', '커버력좋은', '추천템']",0,0,"주름,피부톤,민감성",복합성,4,2018-04-29,"큐 역시 유명한 제품은 좋네유
커버력 좋고 지속력도 좋아요
근데 펌핑이 비둘기똥뿌린것처럼 나옴..^.^
퍼프도 저거보단 그냥 집에 있는 스펀지로 바르는게
훨씬 잘먹음
휴대성땜에 팩트형 좋아하는데 이건 다 쓰면 병타입만 살꺼에유.... 그래도 가성비 짱 #지속력좋은 #커버력좋은 #추천템"
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,27,['커버력좋은'],0,0,"각질,건조함",건성,4,2018-04-20,"커버력 좋다고 소문난 만큼 #커버력좋은 쿠션이에요
그만큼 개인적으로 두껍게 올라간다고 느낀제품이랄까??
평소에 커버가 많이 필요없어서 그렇게 느낄수도 있어요
쿠션형태로 출시되서 확실히 사용이 편해졌네요"
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,35,"['추천템', '인생템', '자연스러운', '지속력좋은']",0,0,"모공,트러블,피지과다",복합성,5,2018-04-14,"밀착력도 좋고 발림성도 좋아요.
보송보송 파우더리한 느낌으로 마무리되서 지성피부에도 좋고 
따로 파우더 안해도 묻어나는것도 적어요.
힉리 애프리콧 베이지는 약간 밝고 핑크베이스라서 
피부톤도 좋아보이고 투명화장처럼 피부가 투명해보여요! #추천템 #인생템 #자연스러운 #지속력좋은 "
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,27,"['지속력좋은', '커버력좋은', '자연스러운', '인생템']",0,2,"모공,각질,트러블",복합성,5,2018-04-10,"진짜 색만큼은 인생템이라고 할수있을정도로 제피부랑 잘맞는 찰떡 파데에요
바를땐 촉촉하면서도 마무리는 약간 세미매트 정도로 표현돼요 그만큼 커버력도 너무좋구요!
악건성보다는 지성쪽에 더 잘맞을것 같긴해요 #지속력좋은 #커버력좋은 #자연스러운 #인생템 "
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,21,"['지속력좋은', '커버력좋은', '들뜸없는', '인생템', '쿠션', '파운데이션', '추천템']",0,2,"모공,트러블,피지과다",지성,5,2018-04-08,":: 더페이스샵 잉크래스팅 파운데이션 슬림핏 투 고 ::
잉크래스팅 파데 안써봤는데 , 얘 써보고 하나 사려고 합니다 ㅠㅠㅠㅠ 진짜 존좋 인생템 .... 피부표현 넘나 예쁩니다 진짜 ... 지속력 커버력도 다 중간이상이고 .. 이게 과연 로드샵 제품인가요 ㅠㅠ 모두들 사야합니다 저는 코 옆 들뜸때문에 매트한 제품 못쓰는데 얘는 바를땐촉촉하고 바르고 나서는 약간 보송한데 진짜 들뜸이 1도 없어요 ! #지속력좋은 #커버력좋은 #들뜸없는 #인생템 #쿠션 #파운데이션 #추천템 #"
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,26,"['더페이스샵', '투고쿠션']",0,0,"모공,주름,잡티",복합성,5,2018-04-07,"타 브랜드 투고쿠션을 써봐서 비교가 용이했는데!
굉장히 좋았어요.
적절한 커버력,들뜨지 않고,밀리지 않고 여러모로 좋았구용
선택의 폭이 넓은 호수들도 좋았어요.
병으로된 파데가 질리신다면 #더페이스샵 #투고쿠션 강추!!"
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,24,[],0,0,"모공,각질,트러블",건성,4,2018-04-05,"쿠션은 V201, 액체파데는 N201이에요
(두번째사진에선 N201-V201순서)
확실히 N은 자연스럽고 V는 엄청 화사하더라구요!
잉크래스팅 파데 유명하던데 쿠션으로 출시되서 너무 좋네요~
눌러서 쓰는 타입이라 양조절도, 위생적으로도 좋아요
제가 피부도 얇고 홍조, 점, 잡티가 꽤 많은데
완벽하게 가려줄 정도의 커버력을 갖고있진 않았어요
하지만 조금만 발랐는데도 화사하다는 점,
건조함때문에 갈라지지않고 예쁘게 무너진다는 점, 코의 화이트헤드가 부각되지않는다는 점 때문에 계속 사용하고 싶어요~
장점이 많은 제품입니다"
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,33,[],0,0,"주름,잡티,건조함",건성,4,2018-04-03,"잉크래스팅 파운데이션 N201을 만족하면서 사용하고 있어서 투고 버전 역시 기대가 컸어요
색상이나 사용감에서는 기존 파운데이션과 큰 차이는 없어요. 기존 파데를 만족하면서 사용하셨지만 수정화장이 어려웠던 분들은 투고버전을 사용하시면 좋을듯.
펌프형식의 쿠션이라 다른 제품들과 섞어서 팔레트용도로 사용하기 좋음
단점은 발림성이 기존 파운데이션 버전보다는 좋지 못하더라구요. 약간 뻑뻑?하다는 느낌이 들었음
커버력이나 무너짐, 지속력 들은 기존파데와 크게 다르지 않음
건성이신분들은 봄까지 촉촉한 베이스와 같이 사용하는걸 추천드려요"
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,33,"['무너짐이이쁜쿠션', '인생쿠션', '잉크래스팅투고', '실키하고얇은핏']",0,1,"모공,잡티,민감성",복합성,5,2018-04-02,제가 가장 중요하게 생각하는 무너짐 부분에서 아주 마음에 들었기 때문에 별 다섯개입니다!! #무너짐이이쁜쿠션 이에요~ 무너짐이 아르마니 래스팅 실크 같아요~ 색상도 화사한 핑크베이스에 밝지않게 딱 적합하게 나온듯 해요^^ #인생쿠션 #잉크래스팅투고 #실키하고얇은핏
더페이스샵,34479266,잉크래스팅 파운데이션 슬림핏 투고,27,[],0,0,"주름,잡티,트러블",복합성,5,2018-03-30,"체험단으로 받아서 처음 사용해봤어요.
N201 색상은 옐로우 베이스의 파운데이션이에요.
화사한 표현보다는 목과 색상을 맞추는 내추럴한 색상이에요.
N201색상은 제 피부에 딱 맞는 색상이에요.
저는 여름에 23호로 어두운 색상을 사용하는데 겨울을 지났더니 피부가 좀 하얗게 변했어요.
라이트 베이지 색상은 자연스러운 21호 피부나 살짝 밝은 베이스를 좋아하는 22호까지 추천해요.

잉크 래스팅 파운데이션은 중-중상 정도의 커버력이에요.
보송한 마무리감이지만 피부가 쩍쩍 갈라지는 매트함은 아니에요.
참고로 제 피부는 중복합성입니다."
제니코코,34305755,제니 탑 커버 파운데이션,40,[],0,0,"잡티,피부톤,트러블",복합성,4,2018-05-02,"소셜에서 구매했는데 잘쓰고있어요
광고처럼 미친커버력은 아니지만 번들거림이 없어서 만족합니다
정가로 구매하면 조금 아까울수있으니 좋은가격일때 한번쯤 써보세요"
제니코코,34305755,제니 탑 커버 파운데이션,21,"['지속력좋은', '커버력좋은', '인생템', '추천템']",0,0,"각질,건조함,민감성",건성,5,2018-04-29,커버력과 밀착력이 우수해서 일단 처음 테스터할때부터 마음에 들었어요!! 또한 워터프루프 기능이라 지워짐도 무척 적었어요ㅎㅎ소량의 양으로도 얼굴 전체를 충분히 바르고도 남아서 양으로도 가성비를 따지자면 최고인 것 같아요ㅎㅎ #지속력좋은 #커버력좋은 #인생템 #추천템 
제니코코,34305755,제니 탑 커버 파운데이션,22,[],0,0,모공,지성,5,2018-04-29,"이거 너무 좋은거 ㅇㅈ..? 어인정..... 지속력 밀착력 워터프루프까지 어디내놓아도 ㅇㅈ...개조아염
모듀에게추천"
제니코코,34305755,제니 탑 커버 파운데이션,22,"['지속력좋은파운데이션', '커버력좋은파운데이션', '촉촉한파운데이션', '인생템', '추천템', '워터프루프파운데이션', '화장품추천', '파운데이션추천', '제니코코']",0,0,"모공,잡티,건조함",복합성,5,2018-04-29,"밀착력과 커버력이 뛰어나 피부결점을 완벽하게 커버되고
하루 종일 매끈하고 윤기나는 메이크업 지속가능해요!
워터프루프 기능이 정말 강해서 지속력이 높고 물에 쉽게 지워지지 않는게 가장맘에 들었습니다
여름철에 이아이 하나면 땀에도 강한 강철 베이스가 될것 같은 느낌!ㅋㅋ식물성 보습 성분으로 촉촉하게 연출할수 있어서 강추! #지속력좋은파운데이션 #커버력좋은파운데이션 #촉촉한파운데이션 #인생템 #추천템 #워터프루프파운데이션#화장품추천#파운데이션추천#제니코코"
제니코코,34305755,제니 탑 커버 파운데이션,21,"['커버력좋은', '지속력좋은', '밀착력좋은', '파운데이션', '워터프루프효과', '추천템']",0,0,"모공,잡티,트러블",지성,5,2018-04-29,"커버력에 매우매우 놀란제품!커버력갑중에 갑이라 할 수 있죠~~ 21호는 너무 밝고 23호는 너무 어두워서 22호가 찰떡인데 제니코코는 색상종류가 많이서 좋앗어용
평소 붉고 거뭇한 잡티흔적과 큰모공이 고민이였는데 이 파운데이션의 뛰어난 커버력&밀착력으로 한번에 해결해주었답니다 ^^티트리잎추출물이 함유된 착한 성분을 가지고 있어서 꾸준히 믿고 쓸 수 있고 강력한 워터프루프효과로 지속력또한 최고!! 무더운 한여름에도 걱정없을 듯 합니다 ㅎㅎ
#커버력좋은#지속력좋은#밀착력좋은#파운데이션#워터프루프효과#추천템"
제니코코,34305755,제니 탑 커버 파운데이션,21,[],0,0,"모공,잡티,피부톤",지성,4,2018-04-29,"소량으로도 커버가 되게 잘 되고 워터프루프 기능있어서 물 닿아도 거의 안 지워지더라구요! 지속력도 굿굿
사진이 4개밖에 첨부가 안 돼서 사진을 많이 보여드리지 못했는데 지성피부라 유분감 올라오는 파데를 선호하지 않는데 이건 발림성도 좋으면서 유분감도 많이 올라오지 않더라구요 코 부분에 유분 올라오는 거는 수정화장하면서 파우더 처리하면 될 것 같아요!"
제니코코,34305755,제니 탑 커버 파운데이션,21,"['지속력좋은', '커버력좋은', '인생템', '추천템']",0,0,"모공,각질,잡티",중성,5,2018-04-29,"제니코코 파운데이션 커버력 진짜 좋고 워터프루프 테스트도 해봤는데 진짜 안지워졌어요!
그리고 지속력도 좋더라구요 
텍스쳐도 부드럽고 잘 발려서 만족해요!! 
#지속력좋은 #커버력좋은 #인생템 #추천템"
림멜,8152724,매치 퍼펙션 파운데이션,26,"['림멜', '림멜파운데이션', '파운데이션', '추천템']",0,1,"건조함,피부톤,트러블",복합성,4,2017-03-09,"아직 사용중이라 재구매는 안했어요!! 이 파운데이션은 친척이 영국갔을때 사용해보고 너무 좋아서 저에게 선물로 사다준 제품이라 저도 처음 사용해봤어요 림멜이라는 브랜드 이름도 처음 들어봤는데
파운데이션을 사용해보니깐 사용감이 좋더라구요 피부에 바르는데 속은 촉촉하지만 겉에는 뭔가
보송보송한 느낌? 이 들더라구요 제가  속건조가 조금 있고 오후만 되면 유분이 올라와서 유분이 많이 있지 않는 베이스 제품을 사용하는데 림멜 파운데이션은 오후에도 유분이 많이 올라오지 않아서 자주 사용하고있어용 ㅎ #림멜 #림멜파운데이션 #파운데이션 #추천템"
림멜,8152724,매치 퍼펙션 파운데이션,30,"['림멜', '림멜파운데이션']",1,1,"주름,건조함,피부톤",건성,5,2017-02-16,"#림멜#림멜파운데이션
진짜 촉촉하고 지속력도 좋아요!"
림멜,8152724,매치 퍼펙션 파운데이션,30,"['촉촉한', '추천템']",1,0,"주름,건조함,피부톤",건성,5,2017-02-16,"#촉촉한 #추천템 
건성이신분들 가을겨울에 이거 추천해요!
촉촉하고 향도 좋아요^^
유투버시드니씨도추천했다는!
유트루씨두여!!"
네이처리퍼블릭,4915730,퓨어 파운데이션,25,"['커버력좋은', '인생템', '추천템']",0,0,"모공,각질,피부톤",복합성,5,2017-12-12,엥 왜 판매중단이죠..? 파운데이션인데 비비처럼 튜브형으로생겨서 양조절도쉽고 커버력도 짱짱이에요! 다시나왔으면... #커버력좋은 #인생템 #추천템 
네이처리퍼블릭,4915730,퓨어 파운데이션,40,[],0,0,"각질,잡티,건조함",중성,5,2017-03-10,"저는 샘플로 마음에 쏙든 제품이에요
끈적이지도 않고 환한 피부를 가꾸어주고 
파운데이션중에 가장 마음에 드는 제품이에오"
네이처리퍼블릭,4915730,퓨어 파운데이션,21,[],1,0,"모공,트러블",복합성,4,2017-02-22,파운데이션 잘 안 쓰다가 친구가 쓰던거 남은거 써봤는데 진심 좋아서 재구매 할거에요ㅠㅠㅠㅠ! 너무 부드럽게 잘 발리고 피부 표현도 잘 되는 것 같아요!!! 그리고 너무 촉촉해요ㅠㅠㅠ 너무 매트하지도 않아서 딱 발림성이 적당한 편이에요!!! 다만 지속력이 조금 떨어지긴 해요ㅠㅠㅠ
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,33,[],0,0,"주름,잡티,건조함",건성,5,2018-02-21,"백화점 파운데이션중에 가장 추천하는 제품!!
촉촉한데다 은은한 광이 도는 피부표현!, 커버력 우수하고 굉장히 얇게 발려요!!
디자이너 리프트의 진가는 바로 무너질 때!!
코 끼임이 심한 편인데 디자이너 리프트를 쓰면서 코 끼임이 있던 적은 한번도 없어요
사용 후 9시간이 지났는데도 은은한 광은 무너질때도 그대로 지속되구요, 정말정말 얇은 결이 한겹 벗겨지는 느낌으로 무너지면서 오히려 무너질때 피부가 더 자연스럽고 좋아보입니다.
다만 가장 밝은호수가 2호임에도 어둡고 다크닝이 있다는 것이 아쉽지만 추천해요!!!
23호에게 추천!!"
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,24,"['지속력좋은', '촉촉한', '인생템', '추천템']",0,0,각질,건성,5,2017-12-26,촉촉하고 매끈한 피부표현을 원하는 분들이라면 꼭꼭꼭 구매해야하는 강추템입니다. 이거 바를때 피부가 계란껍질같다는 말 매일 들었어요. 무너질때도 예쁜 파운데이션이에요. 비싼 건 비싼 값을 합니다. 그냥 사세요. 두번사세요. 물먹인 스펀지로 바르면 그야말로 최고입니다. 면세점 찬스로 또 구매할예정입니다! #지속력좋은 #촉촉한 #인생템 #추천템 
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,29,"['자연스러운', '촉촉한', '추천템']",1,1,"모공,잡티,피부톤",건성,5,2017-12-09,"#자연스러운 #촉촉한 #추천템
파운데이션만 사용하면 뭔가 답답하고 건조해져서 고민이었는데, 디자이너 리프트 파운데이션은 발림성부터 촉촉하여 겨울에 사용하기 좋아서 추천합니다 ! 대부분 02호이면 잘 맞을 거라 생각되구요 처음엔 밝다고 생각될지라도 금새 피부와 자연스럽게 어울어집니다 (다크닝이 살짝 있는듯해요-유일한 단점) 이 제품조차 건조해서 싫다하시는 분들은 크림, 오일 등을 섞어 사용하신다면 괜찮을 거라 생각합니다. 하지만 촉촉한 제품인만큼 극강의 커버력과 지속력을 자랑하는 것은 아니니 구매시 고려하시면 좋을 듯 합니다."
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,25,"['자연스러운', '촉촉한', '추천템']",0,1,"각질,건조함,아토피",건성,5,2017-12-07,촉촉하고 적당히 윤광이 돌게 해줘서 좋아요. 커버력도 중상 이상 정도? 대신 2호가 제 피부엔 너무 누렇고 어두웠던.. 그렇지만 자연스럽고 고급스러운 피부 표현 할 때는 최고입니다! 💓 백탁 있는 선크림 바르고 2호 바르면 차분해보이고 좋았어요. #자연스러운 #촉촉한 #추천템 
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,31,"['최강자', '인생템', '평생템', '쟁임템인', '고급스러움', '자연스러운광', '깐달걀', '강츄']",1,0,"모공,주름,잡티",건성,5,2017-12-07,"파운데이션의 #최강자 #인생템 #평생템 되는 조르지오아르마니 디자이너리프트 아마 많은 분들에게 인생템일거라 생각이 들어요!! 아참 23호인 저는 4호쓰고 있으니 색상 구입하실때 참고하세요!
#쟁임템인 이 파데 지금 6개넘개 사용중이에요 중요한 약속있는날에는 무조건 이 파데를 씁니다 무너짐 #고급스러움 #자연스러운광 피부좋다는말 엄청 들어요 모공끼임없이 #깐달걀 만들어줘요! #강츄"
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,23,"['추천템', '건성피부추천', '무너짐예쁜', '피부표현예쁜', '촉촉한', '밀착력좋은']",0,7,,복합성,4,2017-07-23,"굉장히 촉촉하고 피부가 고와보이게 피부표현이 되요❤
역시 피부표현은 아르마니를 따라올데가 없다는 생각이 듭니당!
피부표현이 예쁜만큼 밀착력은 말할것도 없고, 무너짐도 아르마니답게 시간이 지날수록 기름이랑 예쁘게 섞이면서 오히려 더 예뻐져요👍✨
지속력이 좋지 않더라도 파데 전에 컬러코렉팅이랑 파우더를 잘해주면 여름에도 사용할수있었어요~
살짝 아쉬운점은 노란기가 많이 도는데, 막상 바르면 아주 심하지는 않지만 싫어하시는분들은 참고하셔서 구매하시면 좋을것같아요😊

#추천템 #건성피부추천 #무너짐예쁜 #피부표현예쁜 #촉촉한 #밀착력좋은"
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,29,[],1,1,"모공,각질,잡티",복합성,5,2017-03-15,"아르마니 진짜 면세찬스가 아니여도 백화점가서 또 사는 아이입니다.
절대 포기할 수 없습니다. 써보시면 이걸로 정착하실꺼예요. 피부표현이 좋아서 이걸로 화장하고
피부 좋아보인다는 소리 많이 들었습니다."
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,22,"['인생템', '자연스러운', '촉촉한', '추천템']",1,0,"건조함,피부톤,민감성",건성,5,2017-02-18,"#인생템 #자연스러운 #촉촉한 #인생템 #추천템 
정말 추천! 파운데이션 맞는거 찾기 너무 어려웠는데 돌고 돌아 온게 이 파데! 이사배님이 항상 즐겨쓰시길래 면세점 찬스를 통해 산 파데! 샤넬 르베쥬랑 고민했는데 이 파데로 결정 왜냐면 촉촉하고 나같이 폭풍 건성+ 민감성에게 딱 적합하고 뜨는 느낌이 없음!!"
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,26,"['인생템', '추천템', '자연스러운']",1,1,"각질,주름,잡티",중성,4,2017-01-16,"촉촉하면서 커버가 어느 정도 되는 제품을 찾았는데, 아르마니에서 유명한 래스팅실크보다 더 잘 맞는 제품이에요 !! 지금 세 통째 쓰고 있는데 이제까지 쓴 파데 중에 최고예요

#인생템 #추천템 #자연스러운"
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,25,"['인생템', '면세찬스', '커버력은아쉽', '자연스런피부표현']",1,0,"잡티,건조함,피부톤",건성,4,2017-01-12,"이거슨 #인생템 #면세찬스 
파운데이션 이것저것 써봐도 이것만큼 피부표현 이쁜건 가격이 사악하지만 #커버력은아쉽 #자연스런피부표현"
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,33,"['자연스러운피부', '화장한듯안한듯', '남친만날때', '이거레알']",0,0,민감성,건성,4,2016-12-06,얇게 발리고 촉촉해서  좋아요. 건성에겐 래스팅실크보다 디자이너리프트 추천합니다. 피부 컨디션이 좋고 얇고 자연스러운 피부 표현 하고싶을때 사용하는 제품이에요. 지속력은 상대적으로 낮은 편이기때문에 중간에 수정메컵 해주시는게 좋아요 :) #자연스러운피부#화장한듯안한듯#남친만날때#이거레알
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,22,"['이거레알', '피부표현', '발림성']",0,0,"피부톤,민감성",복합성,5,2016-12-04,제가 지금까지 써 본 파운데이션 중 단연 최곱니다. 정말. #이거레알 진심으로 추천드려요... 촉촉하고 제 피부톤에도 딱 맞아요! 생기없는 칙칙한 피부인데 참 사람 생기있고 적당히 밝아지고 목 색이랑 큰 차이 안나도록 얇고 밀착력있게 발려요. 완전 강추입니다. 커버력은 제가 별로 중요하게 생각하는 부분이 아니라 괜찮았아요!!! #피부표현 #발림성 #
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,34,['오나의평생템'],1,0,"잡티,건조함,민감성",건성,5,2016-11-11,"21호는 2호구매하세요 래스팅실크보다 어둡게 나왔더라구요 
트러블많이났을때는 촉촉하면서 커버까지 완벽한
따뜻한 아메리카노같은 디자이너 리프트 #오나의평생템 "
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++,30,"['건성파운데이션', '뽀송뽀송파데', '인생파데', '발림성좋은', '피부보정좋은']",0,2,"모공,잡티,트러블",건성,5,2016-07-07,"#건성파운데이션 #뽀송뽀송파데 #인생파데 #발림성좋은 #피부보정좋은

가격이 사악한거 빼면, 건성피부에게 더할나위없이 좋은 파데-!
저는 2호사용했는데요. 피부톤에 맞춰 예쁘게 톤 보정 정리되고
뽀송뽀송한 마무리감이 최고에요! 

커버력은 그저그렇지만
저는 커버파데는 사용하지 않아 매우 만족입니다 ^^"
조르지오 아르마니,32792,디자이너 리프트 파운데이션 SPF20 PA+++, ,"['인생템', '추천템', '발림성좋은', '다크닝없는', '예쁘게무너지는']",0,0, , ,4,2016-06-12,재구매할예정이구요. 래스팅 실크랑은 다른매력을가진 제품이에요. 진짜진짜 묽은제형인데 피부에올리면 뭔가 젤리?푸딩?같이 촉촉하지만 쫀쫀하고 탱글탱글하게 표현이되요 커버력은 아주좋은편은 아니지만 우리에겐컨실러가있잔아요? 또 지속력도꽤좋은면이에요! 땀이 많은편인데 헤어라인 제외하곤 잘남아있어요 #인생템 #추천템 #발림성좋은 #다크닝없는 #예쁘게무너지는 
시슬리,6477161,휘또 뗑 엑스퍼트,33,"['지속력좋은', '커버력좋은', '추천템']",1,0,모공,복합성,5,2018-01-08,"저는 정말 잘 썼던 파운데이션이에요~ 
지속력과 고정력이 후덜덜... 샘플 써보고 바로 면세에서 질렀지요 ㅎㅎ
고정력이 어마어마한 파운데이션이라 바를 때 절대 찍어놓고 바르면 안 되구요, 
짜자마자 바로바로 펴발라야해요. 안그럼 얼룩덜룩... 잘만 바르면 정말 좋은 파데예요! #지속력좋은 #커버력좋은 #추천템 "
시슬리,6477161,휘또 뗑 엑스퍼트,29,[],0,0,"모공,잡티,민감성",복합성,2,2017-03-09,딱히젛진않았어요. 발림성이뱔로였어요
랑콤,4473036,압솔뤼 에센스 파운데이션,24,[],1,0,"피부톤,민감성,아토피",건성,4,2018-04-05,"고가이지만 그만큼 진짜 너무 좋은..ㅎㅎ
땡미라클보다.더 촉촉하면서 커버력도 높아요"
랑콤,4473036,압솔뤼 에센스 파운데이션, ,"['지속력좋은', '자연스러운', '촉촉한']",0,0, , ,5,2017-09-20,"랑콤 파운데이션중 가장 좋은 듯!!! 
가격은 나쁘지만 ㅠㅠㅠ 그래도 추천 추천 또 추천
커버력도 괜찮고 발림성 지속성 좋네요.
시간 지나면 유분 조금 올라오면서 
더 자연스러운 화장이 되구.

아쉬운점은. 뚜껑 여는게 별로인거....
 #지속력좋은 #자연스러운  #촉촉한"
랑콤,4473036,압솔뤼 에센스 파운데이션,41,"['예쁘게무너지는', '이거왜안사', '인생템', '추천템', '발림성좋은', '지속력좋은']",1,0,"건조함,민감성,트러블",복합성,5,2016-10-18,"#예쁘게무너지는 #예쁘게무너지는 #이거왜안사 #인생템 #추천템 #발림성좋은 #지속력좋은 
압솔뤼파데는  가격대가 워낙 있는 제품이라 입소문이 제대로 안나서.. 
참 아까운 제품이죠..... 써본사람은 이것만 쓰는..... 막 화사하거나 하지는 않지만 적당한 커버력과 
무너질때 너무 예쁜 광을 뿜어내는 진심 인생템"
라 프레리,8810447,쎌루라 트리트먼트 파운데이션 파우더 피니쉬 SPF 10,43,[],0,0,"모공,주름,건조함",복합성,4,2017-11-30,"랑콤만큼이나 너무 발색도 좋고 커버력도 좋아요~
바르면 시간이 지날수록 자연스럽게 흡수되요.
비싸지만 않으면 계속 사용하고 싶네요^-^"
겔랑,71718,빠뤼르 골드 래디언스 파우더 파운데이션 SPF 15 PA++,29,"['리즈갱신', '인생템', '커버력좋은', '지속력좋은', '돈만많음쟁이자']",0,0,"잡티,민감성,트러블",복합성,4,2017-02-02,"면세점에서 온갖 쿠폰 적립금을 부어 샀습니다ㅋ 
피부표현갑! 색상도 완벽! 화사한 맛은 없지만 제 피부에 딱이고 깔끔하게 피부를 만들고나서 유지시켜줍니다 
대신 가벼운화장, 쿠션으로 촉촉하고 두께가 올라간 위에는 비추 얇은 파데나 컨실러위로 매트하고 깔끔하게 ""화장한얼굴""을 만들어줘서 좋아요 #리즈갱신 #인생템 #커버력좋은 #지속력좋은 #돈만많음쟁이자"
조르지오 아르마니,66868,디자이너 쉐이핑 크림 파운데이션,26,"['지속력좋은', '자연스러운', '촉촉한', '추천템']",0,0,"주름,트러블,피지과다",건성,5,2018-01-28,"건조한 사람에게 강추!!!!!
비싸서 고민했지만 안샀으면 후회했을 제품 ㅠㅠ
진짜 촉촉하고 컨실러로 커버를 많이 하는 
피부인데도 촉촉하게 마무리 되어서 넘 좋은 제품 #지속력좋은 #자연스러운 #촉촉한 #추천템 "
조르지오 아르마니,66868,디자이너 쉐이핑 크림 파운데이션,24,"['인생템', '추천템', '촉촉한', '자연스러운', '파운데이션']",0,0,"모공,각질,건조함",건성,4,2018-01-02,"악악건성, 핑크베이스선호하나 더 밝은 옐로베이스구입

촉촉함최고예요! 영양크림 바르는 느낌! 묵직한데 발리는건 얇게 발려요! 피부표현도 최고! 커버력은...하지만 컨실러 따로 쓰기 때문에 문제없었어요! 지속력은 별로, 무너짐도 그다지 이쁘진 않았어요! 더럽진않았는데 조르지오 소문만큼 이쁘다!는 X
피부표현★★★★★
발림성★★★★★
촉촉함★★★★★
밀착성★★★★
지속력★★
커버력★★★
커버력은 컨실러를 써서 문제x, 악건성으로써 촉촉함,피부표현,밀착력만 따지면 인생파데
재구매의사ㅇ #인생템 #추천템 #촉촉한 #자연스러운 #파운데이션"
조르지오 아르마니,66868,디자이너 쉐이핑 크림 파운데이션,34,[],1,1,"잡티,건조함,트러블",복합성,4,2017-09-29,"리뉴얼 전에 썼던가라 지금은 잘 모르겠는데 당시 쿨톤 호수가 4호라 해서 썼고 저는 피부가 좀 밝은 편이라 살짝 어두운 감이 있었는데 피부에 또 전체적으로 바르면 그렇게 다크닝이 심하진 않아요. 
겨울에 쓰기엔 진짜 좋은데 전 여름에도 썼구요. 
이거쓸때 피부 좋아보인단 말 엄청 들었는데 두번째 재구매에선 왜인지 별로... 그래서 그 후론 재구매 안하고 있지만 일단 아르마니 파데 중에선 가장 커버력 좋은 걱 같아요"
조르지오 아르마니,66868,디자이너 쉐이핑 크림 파운데이션,29,[],1,0,"주름,피부톤,트러블",건성,5,2017-04-28,"일단 두 통째 비우고 있는 크림입니다! 아르마니 파데는 지속력도 좋고 완벽하게는 아니지만 만족할 만한 수준의 커버력도 있어서 믿고 구매한답니다. 계속 디자이너 파데만 쓰다가 리프팅 기능이 있다는 쉐이핑 크림 파데도 직원분께 추천받아 구매했는데 이게 웬걸! 피부 표현도 모찌모찌하게 잘돼고, 컬러도 제 피부톤을 훤하게 밝혀줘서 저의 데일리 아이템이 되었구요. 너무 만족하며 쓰고 있어요! 제 유튜브에 요 파데로 피부 표현한 튜토리얼도 있으니까 확인해보세욤 '-'  언제나 좋은 제품 많이 만들어주세요 마이 럽 아르마니 제품개발팀 화이팅!"
조르지오 아르마니,66868,디자이너 쉐이핑 크림 파운데이션,31,"['건성파운데이션', '커버력', '자연스러운', '촉촉한', '추천템', '피부표현', '리즈갱신', '깡패라슬픈', '인생템', '크림파운데이션']",1,0,"건조함,민감성,트러블",복합성,5,2017-02-02,"#건성파운데이션 유목민으로..지금 까지도 여러가지를 병행해서 사용하지만 #커버력 #자연스러운 #촉촉한 #추천템 
덕분에 #피부표현 #리즈갱신 가격이 #깡패라슬픈 #인생템
#크림파운데이션 무너짐도 괜찮음!!!"
